customer_id,CustomerName,Gender,age,City,State,Pincode,DateOfBirth,Age,MaritalStatus,Education,Occupation,AnnualIncome,AccountOpenDate,CustomerSegment,account_type
14339,Ekalinga Modi,Male,46,Lucknow,Uttar Pradesh,106544,26-02-2019,6,Single,Diploma,Self-employed,1177200,15-06-2010,Gold,Current
14340,Oviya Reddy,Male,67,Chandigarh,Punjab,530843,05-03-1978,47,Married,Bachelor,Salaried,453998,22-08-2013,Regular,Current
14341,Bina Barman,Male,40,Thiruvananthapuram,Kerala,733309,13-12-1966,59,Single,High School,Salaried,1200362,10-01-2014,Gold,Salary
14342,Zansi Natarajan,Female,63,Patna,Bihar,584709,02-03-2013,12,Single,Bachelor,Business Owner,1833792,20-04-2012,Gold,Current
14343,Parth Oommen,Female,37,Lucknow,Uttar Pradesh,925412,03-09-1973,52,Single,Bachelor,Self-employed,1428415,19-02-2013,Gold,Savings
14344,Bina Iyengar,Female,35,Lucknow,Uttar Pradesh,790212,28-03-1969,56,Divorced,Diploma,Self-employed,1813006,14-09-2014,Gold,Savings
14345,Ryan Hayer,Male,31,Ahmedabad,Gujarat,980656,02-06-1979,46,Widowed,High School,Student,74458,21-01-2023,Regular,Salary
14346,Arunima Prabhu,Male,22,Ahmedabad,Gujarat,631712,12-02-1985,40,Single,Master,Self-employed,752359,02-08-2017,Silver,Current
14347,Netra Sastry,Female,62,Jaipur,Rajasthan,943664,31-12-1975,50,Single,High School,Business Owner,962075,24-02-2018,Silver,Savings
14348,Lopa Modi,Male,49,Patna,Bihar,550940,03-08-1983,42,Married,Diploma,Retired,161802,23-05-2012,Regular,Savings
14349,Kamya Chaudry,Female,49,Jaipur,Rajasthan,804989,27-07-2010,15,Single,Bachelor,Self-employed,1562592,05-01-2014,Gold,Current
14350,Nihal Jayaraman,Female,37,Kolkata,West Bengal,588387,06-03-1969,56,Single,Master,Business Owner,2310352,01-03-2012,Platinum,Savings
14351,Garima Andra,Female,70,Mumbai,Maharashtra,178127,14-05-1971,54,Single,Master,Business Owner,701604,14-05-2019,Silver,Salary
14352,Dayamai Barad,Female,31,Bangalore,Karnataka,946934,10-11-2006,19,Married,Bachelor,Retired,437232,17-05-2023,Regular,Salary
14353,Shravya Ramesh,Female,49,Patna,Bihar,105183,09-09-2012,13,Single,Diploma,Business Owner,766222,26-06-2021,Silver,Salary
14354,Devika Ramachandran,Male,70,Patna,Bihar,437641,06-11-2017,8,Single,Master,Student,192093,13-01-2015,Regular,Salary
14355,Fariq Chaudhry,Female,64,Ahmedabad,Gujarat,569294,10-05-1994,31,Single,Bachelor,Retired,142922,22-01-2013,Regular,Salary
14356,Faqid Sani,Female,57,Bangalore,Karnataka,937364,14-08-1989,36,Married,Bachelor,Student,81834,14-04-2014,Regular,Savings
14357,Yadavi Seth,Male,46,Hyderabad,Telangana,561123,24-08-2011,14,Widowed,Diploma,Self-employed,1799273,09-06-2013,Gold,Savings
14358,Jagat Anne,Female,28,Bhubaneswar,Odisha,493475,15-02-2013,12,Single,Diploma,Self-employed,1930637,17-06-2022,Gold,Current
14359,Rajata Kara,Male,70,Bhopal,Madhya Pradesh,273732,04-04-2014,11,Married,Diploma,Business Owner,1052640,18-12-2017,Gold,Savings
14360,Tarak Chakrabarti,Female,54,Chandigarh,Punjab,704561,14-11-1984,41,Married,Diploma,Business Owner,1464783,26-10-2015,Gold,Savings
14361,Vivaan Muni,Male,51,Ahmedabad,Gujarat,116555,03-04-2015,10,Divorced,Diploma,Retired,456278,19-03-2012,Regular,Current
14362,Meghana Oommen,Female,70,Pune,Maharashtra,313328,21-06-2002,23,Married,PhD,Self-employed,1688870,15-11-2015,Gold,Savings
14363,Xalak Chander,Male,62,Patna,Bihar,188110,11-10-1978,47,Married,Diploma,Salaried,764837,02-11-2012,Silver,Savings
14364,Nachiket Murthy,Male,41,Hyderabad,Telangana,597717,30-01-1975,50,Married,Diploma,Business Owner,1320687,07-09-2013,Gold,Current
14365,Luke Rama,Male,53,Pune,Maharashtra,301875,28-03-1960,65,Single,Diploma,Retired,131083,07-03-2019,Regular,Savings
14366,Nathaniel Nair,Male,45,Delhi,Delhi,141407,18-10-1980,45,Married,Bachelor,Business Owner,1263823,05-03-2015,Gold,Salary
14367,Oni Comar,Male,48,Hyderabad,Telangana,852647,02-06-1979,46,Widowed,Master,Retired,270155,31-01-2024,Regular,Current
14368,Balveer Mittal,Male,47,Kolkata,West Bengal,700822,11-03-1968,57,Married,Bachelor,Self-employed,1149054,26-12-2012,Gold,Current
14369,Jagrati Devan,Male,47,Pune,Maharashtra,722021,02-03-2015,10,Divorced,Master,Business Owner,2948284,02-04-2019,Platinum,Savings
14370,Faras Grover,Female,39,Jaipur,Rajasthan,793443,21-02-1973,52,Married,Master,Business Owner,2630574,11-11-2012,Platinum,Current
14371,Megha Kade,Male,66,Chandigarh,Punjab,130400,09-11-1972,53,Married,Master,Salaried,1338764,21-07-2012,Gold,Savings
14372,Keya Modi,Female,44,Patna,Bihar,318928,14-10-1974,51,Married,Diploma,Self-employed,1618045,13-08-2016,Gold,Savings
14373,Aahana Dhillon,Male,29,Delhi,Delhi,481109,28-08-2002,23,Married,Diploma,Retired,477824,04-12-2015,Regular,Salary
14374,Turvi Rajagopal,Female,54,Mumbai,Maharashtra,420431,09-01-1960,65,Married,Diploma,Salaried,584495,01-03-2017,Silver,Current
14375,Imaran Gandhi,Female,41,Bhopal,Madhya Pradesh,946696,03-01-1989,36,Divorced,Diploma,Retired,131230,21-07-2014,Regular,Salary
14376,Lucky Thakur,Male,68,Pune,Maharashtra,682586,23-12-1966,59,Married,Bachelor,Business Owner,2300157,25-08-2020,Platinum,Salary
14377,Chakradhar Sharaf,Female,28,Bangalore,Karnataka,140872,06-09-1964,61,Married,Diploma,Student,89490,21-05-2012,Regular,Savings
14378,Advaith Subramanian,Male,56,Mumbai,Maharashtra,200015,15-04-1972,53,Married,Bachelor,Business Owner,1427619,16-07-2017,Gold,Savings
14379,Raghav Lala,Female,57,Lucknow,Uttar Pradesh,159099,27-11-2005,20,Single,Diploma,Self-employed,641218,28-06-2024,Silver,Current
14380,Pushti Jani,Male,24,Thiruvananthapuram,Kerala,7254,12-06-1999,26,Single,Diploma,Retired,249154,25-10-2010,Regular,Current
14381,Yadavi Sastry,Female,26,Kolkata,West Bengal,577549,01-03-1998,27,Divorced,Diploma,Salaried,1014800,25-12-2015,Gold,Salary
14382,Umang Swamy,Male,65,Chandigarh,Punjab,311993,24-08-2019,6,Married,Master,Business Owner,2305542,21-03-2017,Platinum,Savings
14383,Zashil Dasgupta,Female,57,Pune,Maharashtra,351553,26-04-2002,23,Single,Bachelor,Retired,390964,18-10-2012,Regular,Current
14384,Mitesh Jani,Male,33,Kolkata,West Bengal,445880,06-05-1989,36,Single,PhD,Salaried,1358842,10-11-2023,Gold,Savings
14385,Ronith Grover,Male,25,Delhi,Delhi,124244,22-02-1987,38,Married,Master,Business Owner,942312,23-10-2018,Silver,Savings
14386,Ubika Krish,Female,55,Jaipur,Rajasthan,896280,21-11-2004,21,Married,Diploma,Student,55285,15-12-2020,Regular,Current
14387,Arin Konda,Male,53,Pune,Maharashtra,933054,10-07-1970,55,Married,Diploma,Student,151424,11-03-2022,Regular,Salary
14388,Eesha Sharaf,Female,32,Bhubaneswar,Odisha,821536,07-08-1981,44,Married,Bachelor,Business Owner,951883,19-11-2019,Silver,Salary
14389,Mason Oak,Male,67,Chandigarh,Punjab,617281,02-04-2010,15,Single,Bachelor,Self-employed,1596887,27-01-2021,Gold,Current
14390,Amruta Vasa,Female,38,Bhopal,Madhya Pradesh,464798,12-04-1995,30,Single,Diploma,Student,156053,07-05-2022,Regular,Salary
14391,Eshana Tripathi,Male,24,Hyderabad,Telangana,423920,06-11-1993,32,Single,Diploma,Retired,387085,20-03-2021,Regular,Savings
14392,Mohini Deshmukh,Male,27,Patna,Bihar,284521,03-08-1994,31,Married,Bachelor,Self-employed,501506,22-09-2010,Silver,Savings
14393,Ekanta Sant,Female,48,Pune,Maharashtra,806127,26-07-2002,23,Single,Diploma,Self-employed,1004414,05-10-2011,Gold,Salary
14394,Nakul Malhotra,Female,21,Chandigarh,Punjab,702391,06-11-1991,34,Married,Master,Business Owner,2007056,18-10-2012,Platinum,Savings
14395,Januja Kurian,Female,30,Lucknow,Uttar Pradesh,810659,20-12-1987,38,Married,Bachelor,Retired,116169,30-04-2024,Regular,Current
14396,Veda Yohannan,Female,67,Thiruvananthapuram,Kerala,916180,30-10-2006,19,Married,Diploma,Retired,280239,01-12-2017,Regular,Current
14397,Falak Mishra,Female,53,Patna,Bihar,696577,08-06-1988,37,Divorced,Diploma,Salaried,642417,01-08-2023,Silver,Savings
14398,Jairaj Karpe,Female,40,Ahmedabad,Gujarat,870745,11-08-2007,18,Single,Bachelor,Student,73344,02-04-2012,Regular,Salary
14399,Amara Sharma,Male,58,Lucknow,Uttar Pradesh,319903,06-01-1967,58,Married,Bachelor,Student,67066,01-09-2014,Regular,Current
14400,Anita Sachar,Female,23,Lucknow,Uttar Pradesh,334846,24-04-2014,11,Single,Bachelor,Self-employed,695660,03-01-2014,Silver,Savings
14401,Harrison Ganesan,Female,53,Bangalore,Karnataka,436510,11-03-1979,46,Single,Bachelor,Self-employed,1982373,25-06-2019,Gold,Salary
14402,Hitesh Shankar,Female,59,Jaipur,Rajasthan,623909,26-11-1974,51,Married,Bachelor,Business Owner,705324,14-01-2022,Silver,Salary
14403,Eta Jayaraman,Male,38,Kolkata,West Bengal,813977,09-11-2016,9,Single,Diploma,Retired,213850,11-09-2016,Regular,Savings
14404,Tanveer Konda,Female,33,Jaipur,Rajasthan,342472,30-11-1984,41,Married,Master,Student,160675,06-03-2014,Regular,Savings
14405,Gabriel Dani,Male,56,Jaipur,Rajasthan,148255,26-10-1972,53,Married,Diploma,Salaried,312343,23-05-2014,Regular,Salary
14406,Suhani Srinivasan,Female,39,Bhopal,Madhya Pradesh,656523,24-03-1999,26,Single,High School,Student,186017,03-12-2013,Regular,Salary
14407,Naksh Chokshi,Female,50,Delhi,Delhi,501820,14-04-2010,15,Single,Diploma,Student,82099,27-10-2018,Regular,Salary
14408,Jacob Dar,Female,41,Kolkata,West Bengal,13977,15-08-1999,26,Married,High School,Student,156154,07-04-2014,Regular,Current
14409,Rushil Loke,Female,61,Patna,Bihar,963593,20-12-2003,22,Married,Diploma,Self-employed,974798,29-07-2017,Silver,Savings
14410,Vedika Narasimhan,Female,22,Lucknow,Uttar Pradesh,510533,23-06-1982,43,Married,Bachelor,Retired,154116,20-12-2017,Regular,Salary
14411,Chameli Anand,Female,55,Kolkata,West Bengal,34722,15-10-1970,55,Married,High School,Retired,461253,11-01-2016,Regular,Current
14412,Tristan Aggarwal,Male,54,Mumbai,Maharashtra,98764,19-01-2010,15,Married,Master,Student,195961,19-04-2019,Regular,Salary
14413,Vincent Murthy,Female,61,Patna,Bihar,673650,23-01-1999,26,Married,Bachelor,Retired,106988,13-09-2023,Regular,Salary
14414,Anvi Parmar,Male,47,Chennai,Tamil Nadu,895921,02-07-2018,7,Single,Diploma,Business Owner,1561882,29-11-2010,Gold,Savings
14415,Harsh Dada,Male,48,Bhubaneswar,Odisha,490023,28-03-1991,34,Married,Diploma,Self-employed,935001,28-08-2014,Silver,Current
14416,Nandini Reddy,Male,60,Lucknow,Uttar Pradesh,671946,21-12-1975,50,Married,Diploma,Self-employed,1966889,24-04-2014,Gold,Salary
14417,Hredhaan Varty,Female,28,Lucknow,Uttar Pradesh,548302,08-04-1962,63,Married,Diploma,Retired,313421,05-09-2018,Regular,Current
14418,Zilmil Dasgupta,Female,22,Bhubaneswar,Odisha,776070,21-10-1992,33,Married,High School,Student,61141,15-08-2022,Regular,Savings
14419,Advika Goswami,Male,34,Patna,Bihar,677699,24-10-2001,24,Divorced,High School,Student,191850,23-03-2014,Regular,Current
14420,Guneet Pandya,Female,30,Kolkata,West Bengal,926749,15-01-1991,34,Single,Diploma,Student,69759,11-12-2011,Regular,Savings
14421,Vaishnavi Bath,Male,40,Bhopal,Madhya Pradesh,319405,17-01-1998,27,Divorced,High School,Retired,462698,15-10-2010,Regular,Current
14422,Ekbal Dyal,Male,70,Patna,Bihar,750287,07-03-1979,46,Married,High School,Student,180957,27-08-2017,Regular,Savings
14423,Xiti Kashyap,Male,56,Patna,Bihar,35302,09-05-2015,10,Married,Master,Retired,153585,20-12-2019,Regular,Savings
14424,Jagdish Varghese,Male,55,Chandigarh,Punjab,639804,22-03-2010,15,Single,Diploma,Salaried,838243,10-11-2011,Silver,Salary
14425,Ridhi Saxena,Male,63,Thiruvananthapuram,Kerala,698386,18-02-1977,48,Single,Bachelor,Retired,119996,24-09-2022,Regular,Salary
14426,Lipika Sridhar,Female,33,Bangalore,Karnataka,335384,24-04-1994,31,Married,High School,Business Owner,2814462,16-03-2020,Platinum,Savings
14427,Anthony Dalal,Male,46,Chennai,Tamil Nadu,998347,27-07-1993,32,Married,High School,Student,111888,20-07-2015,Regular,Salary
14428,Abhimanyu Bahl,Male,53,Delhi,Delhi,886795,22-01-1976,49,Single,Bachelor,Student,121611,12-12-2013,Regular,Current
14429,Advika Sachar,Female,28,Chennai,Tamil Nadu,385781,15-12-1960,65,Married,High School,Self-employed,1290979,29-06-2014,Gold,Salary
14430,Warinder Luthra,Male,69,Bangalore,Karnataka,998173,27-07-1977,48,Single,High School,Retired,395658,18-04-2022,Regular,Salary
14431,Aditya Chana,Female,37,Bhopal,Madhya Pradesh,75360,30-08-1999,26,Widowed,Bachelor,Salaried,983007,31-03-2012,Silver,Savings
14432,Dominic Gupta,Female,37,Chennai,Tamil Nadu,956373,20-05-1992,33,Married,High School,Student,119104,10-12-2017,Regular,Savings
14433,Gaurang Lad,Female,66,Mumbai,Maharashtra,617402,11-03-2007,18,Single,Diploma,Self-employed,988229,30-07-2016,Silver,Current
14434,Nidra Reddy,Male,60,Kolkata,West Bengal,198774,26-06-1977,48,Married,Diploma,Retired,396767,23-08-2017,Regular,Current
14435,Zarna Bahl,Female,70,Hyderabad,Telangana,866941,02-07-1960,65,Divorced,Diploma,Self-employed,1139029,05-08-2017,Gold,Current
14436,Aadi Kaur,Female,60,Kolkata,West Bengal,310205,03-08-2012,13,Single,High School,Salaried,362572,01-02-2013,Regular,Salary
14437,Christopher Chaudhary,Male,34,Patna,Bihar,997971,05-11-1987,38,Married,PhD,Retired,311780,08-03-2020,Regular,Current
14438,Caleb Sawhney,Female,54,Kolkata,West Bengal,745136,19-06-1989,36,Married,Bachelor,Student,53029,17-07-2022,Regular,Current
14439,Mugdha Bhavsar,Male,35,Hyderabad,Telangana,463189,10-06-1968,57,Married,Bachelor,Retired,409656,11-07-2020,Regular,Savings
14440,Xalak Tripathi,Female,24,Kolkata,West Bengal,343671,03-02-1993,32,Single,Bachelor,Student,137141,21-10-2019,Regular,Savings
14441,Falan Mani,Female,56,Mumbai,Maharashtra,21253,07-10-1982,43,Single,Bachelor,Business Owner,2603452,30-04-2024,Platinum,Current
14442,Kavya Hegde,Male,48,Mumbai,Maharashtra,766906,08-02-2005,20,Married,Bachelor,Student,59104,17-08-2013,Regular,Savings
14443,Ira Mangat,Male,44,Pune,Maharashtra,854149,01-03-1961,64,Single,Bachelor,Self-employed,1268159,17-02-2024,Gold,Salary
14444,Jagdish Rastogi,Male,49,Bhubaneswar,Odisha,194763,08-06-2014,11,Married,Diploma,Salaried,576201,18-07-2018,Silver,Salary
14445,Idika Khanna,Male,68,Mumbai,Maharashtra,127228,29-06-1984,41,Single,Diploma,Retired,462970,24-02-2010,Regular,Salary
14446,Elijah Manda,Female,42,Chandigarh,Punjab,649466,03-01-1963,62,Married,Master,Business Owner,2415679,01-02-2014,Platinum,Salary
14447,Indira Dass,Female,58,Chandigarh,Punjab,470928,24-01-2018,7,Married,Master,Business Owner,1600064,30-10-2014,Gold,Salary
14448,Ayushman Thaman,Female,67,Bhubaneswar,Odisha,131368,31-08-1984,41,Married,High School,Business Owner,1928077,25-05-2017,Gold,Savings
14449,Nicholas Randhawa,Female,24,Ahmedabad,Gujarat,736398,26-07-2017,8,Married,Bachelor,Self-employed,1235452,20-08-2019,Gold,Salary
14450,Pratyush Srinivasan,Female,50,Mumbai,Maharashtra,865578,13-12-2002,23,Divorced,Bachelor,Student,163298,17-05-2016,Regular,Current
14451,Hemal Sabharwal,Male,31,Ahmedabad,Gujarat,16212,25-09-1995,30,Married,High School,Business Owner,2991924,29-06-2010,Platinum,Savings
14452,Lucky Sinha,Male,64,Hyderabad,Telangana,223848,10-12-1963,62,Single,Master,Salaried,1469166,31-01-2023,Gold,Current
14453,Kiaan Rastogi,Male,46,Delhi,Delhi,974442,13-09-1982,43,Married,Bachelor,Salaried,762293,22-03-2015,Silver,Salary
14454,Ishanvi Bandi,Female,60,Chandigarh,Punjab,673693,06-08-1984,41,Widowed,Bachelor,Retired,458747,30-04-2010,Regular,Salary
14455,Zarna Rai,Female,29,Thiruvananthapuram,Kerala,133227,04-02-2016,9,Single,High School,Salaried,1445846,18-12-2023,Gold,Savings
14456,Anthony Menon,Female,49,Bhopal,Madhya Pradesh,849689,18-02-1965,60,Single,Diploma,Student,141327,23-09-2023,Regular,Current
14457,Neel Palla,Female,26,Lucknow,Uttar Pradesh,623172,02-05-2011,14,Single,High School,Student,199814,25-10-2023,Regular,Salary
14458,Vamakshi Pandit,Male,49,Bangalore,Karnataka,692088,24-09-1962,63,Single,Diploma,Business Owner,670379,24-12-2021,Silver,Current
14459,Abha Dugal,Female,46,Chandigarh,Punjab,593116,28-03-2002,23,Married,Diploma,Student,177693,22-09-2019,Regular,Savings
14460,Zayyan Pai,Male,44,Patna,Bihar,368023,04-07-2014,11,Married,Master,Student,117604,31-05-2021,Regular,Salary
14461,Aachal Sami,Female,40,Bhubaneswar,Odisha,588502,20-09-2016,9,Divorced,Bachelor,Business Owner,1094163,13-08-2023,Gold,Savings
14462,Sai Peri,Female,59,Thiruvananthapuram,Kerala,817532,09-10-2000,25,Married,Diploma,Retired,418970,04-10-2011,Regular,Current
14463,Jalsa Dey,Male,52,Chandigarh,Punjab,992430,27-12-2003,22,Single,High School,Student,121874,14-06-2023,Regular,Savings
14464,Sachi Thaker,Male,52,Bangalore,Karnataka,456451,04-08-1975,50,Single,Bachelor,Student,70492,15-05-2018,Regular,Salary
14465,Dhriti Chaudhari,Female,31,Jaipur,Rajasthan,845897,22-06-2002,23,Widowed,Diploma,Self-employed,1039734,12-04-2010,Gold,Current
14466,Varsha Pau,Female,64,Bhubaneswar,Odisha,583025,03-02-2018,7,Single,PhD,Retired,175012,21-10-2020,Regular,Current
14467,Triya Dugar,Female,35,Hyderabad,Telangana,789514,11-12-2008,17,Single,Bachelor,Business Owner,567428,30-07-2022,Silver,Salary
14468,Yashodhara Joshi,Female,28,Bangalore,Karnataka,562818,27-04-1969,56,Divorced,Master,Self-employed,1008920,17-10-2019,Gold,Current
14469,Varenya Bawa,Female,22,Delhi,Delhi,692266,05-06-1963,62,Married,High School,Self-employed,1700859,10-02-2021,Gold,Current
14470,Lila Murty,Female,33,Ahmedabad,Gujarat,51032,24-02-1993,32,Single,Bachelor,Retired,288264,06-10-2022,Regular,Salary
14471,Qasim Garde,Male,21,Lucknow,Uttar Pradesh,70421,02-08-1962,63,Married,High School,Student,169092,17-10-2018,Regular,Current
14472,Rushil Bhatt,Male,27,Bhopal,Madhya Pradesh,631756,27-12-2014,11,Widowed,Bachelor,Business Owner,2358339,10-10-2022,Platinum,Savings
14473,Alexander Mukhopadhyay,Male,35,Bhopal,Madhya Pradesh,655733,28-09-1973,52,Single,Diploma,Retired,326009,26-10-2022,Regular,Current
14474,Krishna Narang,Female,22,Patna,Bihar,389422,14-11-1975,50,Married,Bachelor,Self-employed,775687,11-08-2023,Silver,Savings
14475,Kashish Uppal,Male,53,Delhi,Delhi,161207,23-10-1971,54,Single,High School,Salaried,963111,13-09-2022,Silver,Salary
14476,Aarnav Nori,Male,55,Bangalore,Karnataka,780699,06-06-1967,58,Married,Diploma,Business Owner,1299159,16-11-2014,Gold,Current
14477,Oviya Shroff,Female,57,Lucknow,Uttar Pradesh,579691,22-08-1997,28,Divorced,High School,Salaried,1419153,24-12-2024,Gold,Salary
14478,Aayush Talwar,Female,62,Delhi,Delhi,633964,18-09-1970,55,Widowed,High School,Student,125406,07-10-2021,Regular,Salary
14479,Charan Krishnamurthy,Male,60,Jaipur,Rajasthan,854597,10-01-1965,60,Single,Bachelor,Retired,338099,05-06-2012,Regular,Savings
14480,Bhanumati Seshadri,Male,65,Hyderabad,Telangana,131324,11-10-1999,26,Single,PhD,Student,156492,10-10-2022,Regular,Current
14481,Tarak Golla,Female,57,Thiruvananthapuram,Kerala,775917,10-03-2017,8,Single,Bachelor,Retired,494657,28-06-2024,Regular,Savings
14482,Vedhika Venkataraman,Male,22,Bhubaneswar,Odisha,297026,04-08-1965,60,Married,Diploma,Self-employed,1219010,07-10-2012,Gold,Salary
14483,Jyoti Ramanathan,Female,56,Mumbai,Maharashtra,462741,10-03-1988,37,Single,High School,Student,72433,29-01-2024,Regular,Salary
14484,Dalbir Muni,Male,70,Chennai,Tamil Nadu,167287,29-09-1968,57,Married,High School,Salaried,1024348,29-09-2022,Gold,Salary
14485,Xiti Dey,Male,58,Jaipur,Rajasthan,896481,23-10-2008,17,Single,High School,Self-employed,809471,06-07-2016,Silver,Savings
14486,Abha Reddy,Male,51,Patna,Bihar,746089,22-11-1984,41,Married,PhD,Retired,123538,09-08-2022,Regular,Salary
14487,Nidhi Pandey,Male,55,Jaipur,Rajasthan,322930,02-06-1977,48,Single,Diploma,Self-employed,600752,27-04-2020,Silver,Salary
14488,Arin Nagi,Female,38,Chandigarh,Punjab,667526,09-10-2018,7,Married,Master,Salaried,1119453,14-02-2016,Gold,Salary
14489,Ojasvi Kapadia,Female,26,Pune,Maharashtra,442351,31-01-2015,10,Single,Bachelor,Business Owner,1698275,20-09-2018,Gold,Savings
14490,Avi Bath,Female,31,Chandigarh,Punjab,201780,30-06-1961,64,Single,Bachelor,Retired,359716,22-08-2012,Regular,Salary
14491,Shaurya Oak,Female,50,Chennai,Tamil Nadu,807184,04-11-1989,36,Married,Master,Business Owner,1082940,20-11-2013,Gold,Current
14492,Anusha Bumb,Male,68,Bhubaneswar,Odisha,180520,23-05-1988,37,Married,Diploma,Self-employed,1499822,05-04-2015,Gold,Current
14493,Utkarsh Oak,Female,53,Bhubaneswar,Odisha,140431,07-03-1975,50,Single,Diploma,Student,155081,16-10-2024,Regular,Savings
14494,Kavya Tak,Female,31,Mumbai,Maharashtra,892745,24-08-2012,13,Single,Master,Retired,164730,15-11-2011,Regular,Savings
14495,Maanav Gokhale,Male,32,Delhi,Delhi,906915,09-11-1992,33,Married,Bachelor,Self-employed,1384430,05-06-2023,Gold,Current
14496,Yatin Minhas,Male,64,Bhubaneswar,Odisha,646392,28-04-2006,19,Single,Diploma,Retired,253874,07-11-2024,Regular,Savings
14497,Forum Kala,Female,67,Pune,Maharashtra,622682,09-04-1961,64,Married,Diploma,Salaried,1087113,13-03-2010,Gold,Salary
14498,Jeet Memon,Male,28,Kolkata,West Bengal,944190,13-08-2019,6,Married,Bachelor,Self-employed,1487903,23-10-2010,Gold,Current
14499,Ayaan Magar,Male,67,Patna,Bihar,548260,03-03-1996,29,Single,High School,Student,133930,09-03-2013,Regular,Savings
14500,Pranit Ravi,Male,47,Kolkata,West Bengal,351217,09-05-1997,28,Married,Master,Retired,405371,26-06-2016,Regular,Salary
14501,Andrew Arya,Male,49,Kolkata,West Bengal,631329,26-11-2019,6,Married,High School,Student,53754,16-01-2012,Regular,Salary
14502,Bahadurjit Bassi,Female,62,Kolkata,West Bengal,767273,07-07-1965,60,Divorced,Bachelor,Student,85324,15-02-2018,Regular,Salary
14503,Gaurangi Bose,Female,43,Chennai,Tamil Nadu,42888,29-10-1965,60,Single,Bachelor,Salaried,1112479,22-07-2017,Gold,Current
14504,Bhavya Bobal,Female,67,Jaipur,Rajasthan,268904,23-04-1977,48,Married,Bachelor,Business Owner,1043066,15-07-2012,Gold,Current
14505,Henry Bahl,Female,69,Ahmedabad,Gujarat,61811,28-12-2004,21,Single,Diploma,Self-employed,1676641,02-02-2021,Gold,Current
14506,Christopher Zacharia,Female,35,Bhopal,Madhya Pradesh,318209,26-03-1973,52,Married,Master,Business Owner,2370619,01-05-2017,Platinum,Salary
14507,Zaitra Cheema,Male,59,Thiruvananthapuram,Kerala,940213,03-12-1983,42,Married,Bachelor,Business Owner,2127744,28-08-2021,Platinum,Salary
14508,Ranbir Ramakrishnan,Male,39,Kolkata,West Bengal,324197,14-07-1967,58,Single,Bachelor,Salaried,477843,22-11-2018,Regular,Savings
14509,Ekantika Walla,Male,60,Jaipur,Rajasthan,790685,26-06-1975,50,Divorced,High School,Student,81708,19-11-2014,Regular,Savings
14510,Zashil Bora,Female,51,Mumbai,Maharashtra,117703,12-10-1999,26,Married,High School,Student,152296,29-02-2020,Regular,Current
14511,Yauvani Sarin,Female,41,Thiruvananthapuram,Kerala,463870,29-12-1963,62,Divorced,High School,Self-employed,1211485,23-09-2014,Gold,Salary
14512,Divya Bath,Female,55,Bhopal,Madhya Pradesh,972645,19-09-1984,41,Married,High School,Salaried,587531,22-06-2017,Silver,Current
14513,Yasti Wali,Male,22,Ahmedabad,Gujarat,440318,05-08-2014,11,Single,Bachelor,Retired,477047,02-08-2014,Regular,Salary
14514,Vrishti Nori,Female,28,Delhi,Delhi,279999,28-10-1977,48,Single,Diploma,Student,191595,19-07-2014,Regular,Salary
14515,Elijah Kala,Female,34,Bhubaneswar,Odisha,654420,07-05-2005,20,Single,Bachelor,Self-employed,1236800,20-09-2013,Gold,Savings
14516,Shivani Buch,Male,55,Thiruvananthapuram,Kerala,117439,18-09-1996,29,Single,High School,Retired,328267,15-08-2020,Regular,Current
14517,Aishani Nori,Male,32,Patna,Bihar,322747,08-07-1975,50,Married,Diploma,Business Owner,533042,08-10-2010,Silver,Savings
14518,Advik Prabhakar,Male,26,Delhi,Delhi,485096,29-12-2016,9,Married,Master,Salaried,697705,05-12-2012,Silver,Salary
14519,Janaki Viswanathan,Female,30,Pune,Maharashtra,783880,15-04-1960,65,Divorced,Master,Retired,261712,27-04-2021,Regular,Current
14520,Amrita Kadakia,Male,44,Chennai,Tamil Nadu,2058,01-12-1987,38,Married,Master,Student,186863,21-04-2023,Regular,Salary
14521,Watika Sule,Male,39,Thiruvananthapuram,Kerala,345457,23-07-1984,41,Married,Master,Self-employed,667333,24-07-2023,Silver,Savings
14522,Vritti Cheema,Female,49,Hyderabad,Telangana,730178,16-04-2010,15,Divorced,Bachelor,Self-employed,966374,05-01-2019,Silver,Savings
14523,Ubika Madan,Female,32,Delhi,Delhi,901759,18-06-1991,34,Married,Master,Salaried,1138904,28-02-2019,Gold,Salary
14524,Zinal Kulkarni,Male,67,Hyderabad,Telangana,573388,24-07-1970,55,Single,Bachelor,Business Owner,2800121,30-09-2019,Platinum,Current
14525,Priya Bala,Male,22,Thiruvananthapuram,Kerala,935093,19-08-1990,35,Married,PhD,Student,158282,02-04-2021,Regular,Salary
14526,Chandran Rao,Male,49,Mumbai,Maharashtra,441403,30-10-2001,24,Single,High School,Business Owner,2526338,16-09-2019,Platinum,Salary
14527,Dakshesh Dua,Female,21,Hyderabad,Telangana,531470,21-12-2010,15,Single,Master,Salaried,396411,15-12-2021,Regular,Current
14528,Vincent Khosla,Male,51,Thiruvananthapuram,Kerala,527456,22-09-1967,58,Single,Bachelor,Salaried,562009,11-04-2018,Silver,Current
14529,Urvi Sridhar,Male,45,Ahmedabad,Gujarat,630640,17-10-2010,15,Married,High School,Business Owner,2160248,05-02-2022,Platinum,Salary
